Row	geneNames	Mean_Ref	Mean__Csrc	Log2_FC	pVal	adjPVal
CIC11T00000005687	RBR3_12	1435.0658961069	1170.4783095029	-0.294018785180205	0.174278595259956	0.459075539444774
CIC11T00000000809	vpr	51.6329218544115	50.6647112422317	-0.0273100035233056	0.911466490934245	0.993816880539448
CIC11T00000004607	YWP1	132.832438193846	193.014046285438	0.53909833971058	0.0777968690459928	0.275021942480591
CIC11T00000002535	bglI	3.17920536838554	90.5637434040132	4.83219547349165	9.89680071995559e-27	1.23946671625357e-24
CIC11T00000000412	ABCF3	28.5819010333992	76.0228711358683	1.41133163626006	8.46785629930452e-05	0.00132924578038946
CIC11T00000000620	blr3397	127.350089020676	308.960427798769	1.27862209892505	5.31310075441369e-05	0.000887210824526877
CIC11T00000000661	THI72_2	97.520877053293	96.6715568073432	-0.0126196257539326	0.934587517984219	1
CIC11T00000005411	SPCC777.02_2	43.7026835545247	53.233550556199	0.28461392308991	0.401581228640205	0.704050352463853
CIC11T00000000047	augustus_masked-chr1-processed-gene-0.53	172.728934211093	195.239786447054	0.176737306635988	0.582241376170352	0.839346465777216
CIC11T00000001894	MCA1	99.8707849685516	127.649524624969	0.354053549354968	0.294271646570961	0.600318327158395
CIC11T00000001162	SPS19	9.2436251351369	19.3805656047232	1.06808001592728	0.00764840720455711	0.051960464511148
CIC11T00000003504	pi041	189.838277228447	177.77130911979	-0.0947484099179494	0.731586511231638	0.913004469847643
CIC11T00000005610	YPS1_7	1175.10252469247	879.441657822531	-0.418126856171267	0.0667088786790652	0.249066655910625
CIC11T00000000205	YPS1	2.15566115896763	1.44511218220145	-0.576948931958652	0.548218589553662	0.818725026084839
CIC11T00000001844	YPS1_4	261.366330860476	233.295776189173	-0.163913117898935	0.568896154928895	0.83161906839517
CIC11T00000005044	NIK1	342.170456881982	428.847175137612	0.325748415128953	0.277919758625335	0.584768345303345
CIC11T00000002857	POL3	257.723637428469	287.166664918072	0.15606342519517	0.624967487975576	0.867589240545121
CIC11T00000004383	UGA4_3	90.371879242977	106.944583576696	0.242917587836225	0.441389927145277	0.740373425588409
CIC11T00000002901	NUT1	19.1509006472589	12.7235054470996	-0.58991604058719	0.119022849496439	0.364524613764732
CIC11T00000004264	augustus_masked-chr1-processed-gene-1.43	48.4693116557318	45.1340408039468	-0.10285564667166	0.708251867842971	0.905046010470484
CIC11T00000001809	PEX14	80.3322227578989	119.301095191581	0.570556586197331	0.0614710880211386	0.234979530942629
