Row	geneNames	Mean_Ref	Mean__Csrc	Log2_FC	pVal	adjPVal
CIC11T00000005687	RBR3_12	1435.0658961069	728.951297632369	-0.977222650658245	4.91492815756594e-06	2.65120796963833e-05
CIC11T00000000809	vpr	51.6329218544115	81.6581083415248	0.66130490601354	0.0297949709168659	0.0652905391601614
CIC11T00000004607	YWP1	132.832438193846	243.142499945248	0.872194589005556	0.00207056855560221	0.00622575440961603
CIC11T00000002535	bglI	3.17920536838554	1570.15886925595	8.94802860975509	1.08104317024509e-108	2.83085895626452e-106
CIC11T00000000412	ABCF3	28.5819010333992	171.522277823338	2.58522218912147	7.99711074234592e-16	1.42195540082268e-14
CIC11T00000000620	blr3397	127.350089020676	169.730197004784	0.414443292096848	0.126079933725348	0.216238909851661
CIC11T00000000661	THI72_2	97.520877053293	167.683530611179	0.78195799255182	0.00568975621761763	0.015360208795546
CIC11T00000005411	SPCC777.02_2	43.7026835545247	49.8873512268735	0.190952200519072	0.51053250197201	0.636618559277218
CIC11T00000000047	augustus_masked-chr1-processed-gene-0.53	172.728934211093	169.552137831418	-0.0267807972100397	0.959074686846752	0.992523506964674
CIC11T00000001894	MCA1	99.8707849685516	140.670857561058	0.494188864200418	0.0792418437622029	0.147214531413754
CIC11T00000001162	SPS19	9.2436251351369	72.2048096012235	2.96556427978308	5.45041984039129e-15	8.82018783721747e-14
CIC11T00000003504	pi041	189.838277228447	188.026813419515	-0.0138325023351842	0.985493400739455	1
CIC11T00000005610	YPS1_7	1175.10252469247	458.940407570879	-1.35640789368595	2.19711047995874e-09	1.94432465054413e-08
CIC11T00000000205	YPS1	2.15566115896763	5.73396953846939	1.41140381673362	0.0398265302678515	0.0835240774929349
CIC11T00000001844	YPS1_4	261.366330860476	421.487584764772	0.689416830600207	0.0109626772657544	0.0274233537681333
CIC11T00000005044	NIK1	342.170456881982	786.062829230636	1.1999294278862	4.9049849109113e-06	2.64832409294845e-05
CIC11T00000002857	POL3	257.723637428469	335.179501807396	0.379109060721691	0.144952078542934	0.241140318939025
CIC11T00000004383	UGA4_3	90.371879242977	113.048651579415	0.322997955700405	0.236492972991261	0.354985934706268
CIC11T00000002901	NUT1	19.1509006472589	41.5969125297584	1.11906420818516	0.000384405022006983	0.00139499033907485
