Row	geneNames	Mean_Ref	Mean__Csrc	Log2_FC	pVal	adjPVal
CIC11T00000005687	RBR3_12	1435.0658961069	623.2969467546	-1.20312543406943	4.55134657906087e-13	3.61659415751306e-12
CIC11T00000000809	vpr	51.6329218544115	47.6242197603062	-0.116595784290848	0.579914839238946	0.670996061228273
CIC11T00000004607	YWP1	132.832438193846	314.505031418283	1.24347559596774	1.86528364767556e-06	7.11648946639661e-06
CIC11T00000002535	bglI	3.17920536838554	32.336239519227	3.34641379418137	2.28100637896592e-14	2.02791323290474e-13
CIC11T00000000412	ABCF3	28.5819010333992	213.716155868897	2.90252219165818	1.82671367503025e-22	2.94781442068607e-21
CIC11T00000000620	blr3397	127.350089020676	76.2963153940505	-0.739114676835997	0.000461610519469927	0.00122043974422499
CIC11T00000000661	THI72_2	97.520877053293	86.5963160135411	-0.171405449858376	0.392932184818225	0.493176975324139
CIC11T00000005411	SPCC777.02_2	43.7026835545247	33.2030336404601	-0.396406809451099	0.1052717589829	0.163999622363571
CIC11T00000000047	augustus_masked-chr1-processed-gene-0.53	172.728934211093	201.682184493632	0.223573877560549	0.379793594741141	0.478772625668208
CIC11T00000001894	MCA1	99.8707849685516	169.119493272225	0.759908343423848	0.00269640876508529	0.00615208352303221
CIC11T00000001162	SPS19	9.2436251351369	94.0850608299571	3.34743500552078	1.45598139816037e-20	2.09174783910272e-19
CIC11T00000003504	pi041	189.838277228447	243.31315430162	0.358043405849149	0.155451430692985	0.229629664672381
CIC11T00000005610	YPS1_7	1175.10252469247	812.324147997817	-0.532659196543996	0.00154317533458002	0.00369963924366021
CIC11T00000000205	YPS1	2.15566115896763	7.79825576871953	1.85502104971225	0.000826146971671374	0.0020819915589671
CIC11T00000001844	YPS1_4	261.366330860476	491.849231977938	0.912142844166414	0.000134657275217769	0.000390614583348222
CIC11T00000005044	NIK1	342.170456881982	560.257396850002	0.71137458877049	0.00143609970488291	0.00345876688956122
CIC11T00000002857	POL3	257.723637428469	218.8185487977	-0.236089824147839	0.249144523861193	0.339721089222328
CIC11T00000004383	UGA4_3	90.371879242977	99.4299304614221	0.137806274935292	0.633157730685385	0.722587497321415
CIC11T00000002901	NUT1	19.1509006472589	11.0169702562318	-0.797684714976022	0.003691105219525	0.00819755480712549
CIC11T00000004264	augustus_masked-chr1-processed-gene-1.43	48.4693116557318	167.209536178142	1.78651362943638	9.52285580872805e-11	6.10246633082117e-10
CIC11T00000001809	PEX14	80.3322227578989	108.869657259245	0.438551219873342	0.093157533273496	0.147642516970732
CIC11T00000002467	PGUG_2	54.6409766672771	113.359132151271	1.05284544241991	8.84246650170695e-05	0.000263808645863976
CIC11T00000000192	CDC43	12.8566092553797	22.0526523837218	0.77844198353315	0.0241237578708196	0.044715884521812
CIC11T00000000901	LYS5	33.3174893422671	19.9420231165212	-0.740467911273198	0.00382362592013296	0.00845276628007904
CIC11T00000002053	CDR1	1988.09588241392	1816.09230611152	-0.130549805230151	0.38644677204685	0.485989926601594
CIC11T00000004133	RPA135	3082.46188142915	1261.49645050742	-1.28894690698902	1.85380567009343e-15	1.81628817438915e-14
CIC11T00000001677	THG1	33.104680767165	14.8023904204069	-1.16120504453315	1.56938227653756e-05	5.26263754082239e-05
CIC11T00000002527	rhp7	80.6058365307957	49.8642613334952	-0.692878126718029	0.00257468355795241	0.00590240826795218
CIC11T00000005760	prp39_2	127.41652202315	58.8595615187866	-1.11420366321036	6.9045750094595e-07	2.77580297484272e-06
